Iteration	Posterior	Likelihood	Prior	rate01	rate_log_sd	tree_length
0	-428.8408	-585.6883	156.8475	0.4004985	2.356925	0.5366192
6	-429.4223	-586.0436	156.6213	0.5407322	2.341762	0.4761948
12	-439.88	-595.956	156.0761	1.145005	2.003975	0.8614381
18	-440.7443	-597.5133	156.769	0.4328334	2.099505	0.9705522
24	-441.6387	-597.9619	156.3232	0.8251138	2.079791	0.8642657
30	-432.6844	-588.8414	156.157	0.749158	2.419721	0.75563
36	-435.9218	-591.5431	155.6213	0.3533396	1.814978	2.165623
42	-446.5351	-604.1397	157.6046	0.1462573	1.78169	1.153288
48	-424.7915	-581.4623	156.6709	0.5178652	2.123556	0.8931174
54	-431.6776	-588.4283	156.7507	0.4595136	2.143922	0.8906738
60	-435.4382	-591.9552	156.517	0.6068386	2.143922	0.8906738
66	-435.6073	-591.8826	156.2753	0.8546308	2.159334	0.7809178
72	-432.1692	-588.1722	156.003	0.9505652	2.216414	0.9171412
78	-432.1503	-589.3171	157.1668	0.3345319	2.08929	0.7363841
84	-426.1387	-582.4169	156.2781	0.9083412	2.08929	0.7921629
90	-431.6136	-587.6876	156.074	1.105011	2.065591	0.8334249
96	-433.6649	-590.4376	156.7727	0.4561232	2.15024	0.8647535
102	-426.2373	-582.9591	156.7218	0.5377186	2.065455	0.8647535
108	-429.3455	-585.1164	155.7709	1.281152	2.171685	0.8844783
114	-423.9191	-580.0853	156.1663	0.7908229	1.941011	1.193656
120	-431.3984	-587.3	155.9016	0.9622047	1.640862	1.493339
126	-435.7892	-591.1668	155.3776	0.9971834	1.56152	1.896819
132	-435.3506	-591.3221	155.9716	0.737641	1.748942	1.550157
138	-423.8887	-579.9885	156.0999	0.6418893	1.68687	1.594027
144	-430.6298	-587.2471	156.6173	0.4882793	1.571183	1.469368
150	-424.3878	-579.8176	155.4298	0.8155348	1.626824	1.949791
156	-436.2027	-592.5778	156.3751	0.4131183	1.372598	1.879798
162	-435.9406	-591.6929	155.7524	0.9398787	1.527216	1.701649
168	-432.3369	-588.5369	156.2	0.6876715	1.835032	1.359301
174	-428.9132	-584.8475	155.9343	0.8137651	2.026514	1.293537
180	-427.8182	-584.5405	156.7224	0.4756844	2.285981	0.6977987
186	-422.5633	-578.9524	156.3891	0.4869472	2.285981	1.067376
192	-429.9387	-585.8681	155.9294	1.005855	1.959181	1.180724
198	-437.1196	-593.2696	156.15	0.6625178	2.443613	0.8786926
204	-432.4622	-588.599	156.1368	0.7338153	2.363809	0.8786926
210	-439.9692	-596.6267	156.6575	0.5111596	2.015384	1.031225
216	-442.115	-597.929	155.814	1.134764	1.907669	1.218751
222	-436.9436	-592.7567	155.8132	1.321514	2.168079	0.7958273
228	-432.4993	-589.5959	157.0966	0.3769079	1.763793	1.082822
234	-433.8885	-590.0681	156.1797	0.7075322	1.813351	1.372029
240	-441.439	-598.3159	156.8769	0.2200075	1.954644	1.417197
246	-437.3705	-593.8436	156.473	0.3901791	2.015587	1.375025
252	-437.9417	-594.0832	156.1414	0.4931629	1.485737	1.865214
258	-434.3848	-590.2525	155.8677	1.205398	1.78339	1.225409
264	-430.8776	-587.4426	156.565	0.4922353	1.923201	1.225409
270	-429.3033	-585.5403	156.237	0.91905	2.01754	0.9148563
276	-423.8174	-579.7103	155.8929	0.91905	1.860131	1.366136
282	-418.514	-575.3063	156.7923	0.6533623	1.869443	0.8103881
288	-438.4126	-595.6587	157.2461	0.2898288	1.869443	1.020773
294	-442.3053	-598.9571	156.6518	0.6140228	1.728195	1.156681
300	-431.0579	-587.6237	156.5658	0.518789	1.633243	1.422966
306	-439.5589	-595.7966	156.2376	0.9267143	1.632438	1.265115
312	-437.5332	-593.7125	156.1793	0.9392096	2.186123	0.7483449
318	-439.5129	-595.773	156.2601	0.8570918	2.07081	0.9052804
324	-427.927	-583.7819	155.8549	0.9347863	1.585579	1.589916
330	-436.8932	-593.3874	156.4942	0.5609909	1.415691	1.589916
336	-446.0231	-601.843	155.8198	0.5609909	1.322469	2.116847
342	-437.7493	-593.9473	156.1981	0.5336663	1.715079	1.618368
348	-428.9068	-585.5617	156.6549	0.6599437	2.070636	0.702658
354	-428.5264	-586.0065	157.4802	0.2235222	1.922624	0.8991861
360	-423.2464	-579.9179	156.6715	0.4560503	1.882139	1.22257
366	-427.1426	-583.5813	156.4387	0.6565394	1.839754	1.193381
372	-416.4906	-573.2031	156.7125	0.5767769	2.027156	0.8500401
378	-436.5957	-593.5101	156.9144	0.4918331	1.853487	0.9679866
384	-437.2204	-594.1129	156.8925	0.2429614	1.418706	1.751929
390	-426.4262	-582.808	156.3818	0.5534884	2.311753	0.9422177
396	-425.3836	-581.5098	156.1262	0.8620457	1.852565	1.233136
402	-418.5544	-575.3358	156.7814	0.3274369	2.063439	1.189609
408	-426.4963	-583.2514	156.7551	0.271388	2.006241	1.365953
414	-421.8655	-576.8644	154.9989	1.570178	1.581643	1.814066
420	-429.6296	-584.1053	154.4757	0.9214655	1.505473	2.565914
426	-443.6005	-600.1497	156.5492	0.3488914	1.65517	1.650396
432	-431.0621	-586.5618	155.4997	1.210564	1.637633	1.619449
438	-426.4734	-581.0299	154.5565	1.374589	1.649735	2.161862
444	-454.5541	-609.6056	155.0514	0.9815208	1.504191	2.161862
450	-426.4825	-583.582	157.0994	0.1645034	1.456472	1.743773
456	-426.3503	-582.6672	156.3169	0.4897056	1.630874	1.644941
462	-428.7033	-585.7107	157.0075	0.08574072	1.590234	1.92444
468	-434.9429	-591.1983	156.2554	0.3504615	1.815749	1.742525
474	-429.8493	-585.8031	155.9538	0.7842516	1.441874	1.742525
480	-426.2521	-582.6974	156.4453	0.596122	1.936005	1.178138
486	-429.6924	-586.6117	156.9192	0.3855344	1.873893	1.128583
492	-427.4482	-583.7391	156.2909	0.877782	1.74737	1.16715
498	-425.8366	-581.8741	156.0374	0.877782	2.183122	0.9974531
504	-425.6854	-582.0672	156.3818	0.8441296	2.143651	0.648648
510	-435.4574	-592.2096	156.7522	0.4163435	2.4087	0.5948694
516	-432.7217	-589.2087	156.487	0.5661057	2.4087	0.6313549
522	-428.7984	-585.9503	157.1519	0.2715239	2.300413	0.6454569
528	-427.6579	-585.1415	157.4836	0.1906287	2.191491	0.6454569
534	-429.5677	-587.2603	157.6926	0.1365371	2.097962	0.7604481
540	-418.6666	-574.9972	156.3306	0.7764981	1.842411	1.151315
546	-423.6634	-580.7363	157.0729	0.4026496	1.724886	1.094023
552	-428.8501	-585.5873	156.7371	0.3220179	2.003557	1.287021
558	-448.867	-605.4382	156.5712	0.551304	2.349578	0.6253677
564	-445.4484	-602.1805	156.7321	0.4685524	2.237816	0.7767486
570	-440.8676	-597.493	156.6253	0.7967252	1.879093	0.7767486
576	-424.0963	-580.6373	156.541	0.7586285	2.009327	0.7767486
582	-426.4242	-583.162	156.7378	0.4547785	2.090037	0.971899
588	-426.0772	-582.8028	156.7256	0.651976	2.009649	0.7047195
594	-427.6349	-583.9265	156.2916	0.8016326	2.072382	0.938778
600	-425.2756	-582.2401	156.9644	0.326148	2.092097	0.9967096
606	-438.6392	-595.3344	156.6952	0.5630635	2.152458	0.7308042
612	-429.7684	-586.3864	156.618	0.6642696	2.15956	0.562522
618	-432.9952	-589.5099	156.5148	0.6174417	2.334205	0.480715
624	-438.0164	-594.033	156.0167	0.8991307	2.459183	0.6220582
630	-435.2165	-590.9711	155.7545	1.393771	2.289293	0.5615355
636	-435.8111	-591.8745	156.0634	1.091627	2.242235	0.4665561
642	-432.1197	-587.8264	155.7067	1.266321	2.446679	0.5087114
648	-436.5565	-592.9589	156.4023	0.819246	2.188124	0.5172526
654	-433.3289	-588.8791	155.5502	0.4657442	1.381042	2.352613
660	-429.4425	-584.9256	155.4832	0.9754701	1.526243	1.863893
666	-432.5034	-588.1516	155.6482	0.5224064	1.861161	1.91278
672	-431.8076	-587.097	155.2893	0.5319325	1.904342	2.112756
678	-436.4325	-592.4411	156.0086	0.7569816	2.048605	1.270244
684	-425.8712	-582.2582	156.387	0.6504004	1.80856	1.270244
690	-427.5862	-583.8229	156.2367	0.8195813	2.19384	0.838595
696	-432.4021	-588.3852	155.9831	0.9114059	2.502037	0.4611691
702	-452.7459	-608.1134	155.3675	1.540275	2.194894	1.069742
708	-436.0162	-592.1084	156.0922	0.5684035	1.687891	1.675372
714	-442.7933	-599.0684	156.2751	0.3122132	1.826293	1.779759
720	-434.0008	-590.1021	156.1013	0.4427672	1.622134	1.859102
726	-435.9381	-592.8779	156.9399	0.3505688	1.609105	1.390758
732	-429.7432	-585.5016	155.7584	0.8546125	2.033689	1.390758
738	-421.9428	-577.7753	155.8325	0.9239888	1.908068	1.3718
744	-429.699	-586.0186	156.3196	0.975203	2.003301	0.7562298
750	-430.187	-586.4743	156.2873	0.5115042	2.058316	1.316799
756	-422.9964	-579.6101	156.6137	0.5674266	1.880041	1.116226
762	-428.2491	-584.81	156.561	0.5383455	2.086372	1.013664
768	-430.7911	-588.0015	157.2104	0.3813316	1.991049	0.6613843
774	-442.534	-598.4958	155.9618	0.643855	1.765667	1.634995
780	-434.3173	-590.7088	156.3915	0.7378603	2.108102	0.8739547
786	-438.6453	-594.7767	156.1314	1.167012	1.798748	1.002187
792	-433.0954	-589.0293	155.9339	1.322107	1.785118	1.078832
798	-438.6038	-594.8192	156.2154	0.7310601	1.850554	1.289552
804	-432.7265	-588.6718	155.9453	1.263739	1.861729	1.040985
810	-450.9556	-606.3083	155.3526	1.735785	1.813175	1.297449
816	-448.8504	-605.0263	156.1759	0.8514948	1.506791	1.477492
822	-455.0322	-611.7472	156.715	0.5102907	1.426317	1.477492
828	-461.2348	-616.8214	155.5866	0.8026571	1.658401	1.832
834	-435.3415	-591.5855	156.244	0.7664101	2.390949	0.6035948
840	-428.5706	-584.881	156.3103	0.788276	2.30471	0.5829413
846	-433.2249	-588.8542	155.6293	1.387752	2.419438	0.5604584
852	-430.8325	-586.9354	156.1029	0.9299168	2.359406	0.5582537
858	-441.4128	-598.2243	156.8115	0.4240698	2.324249	0.6246862
864	-444.4424	-599.9535	155.5111	1.544654	1.71145	1.357012
870	-450.1787	-606.4444	156.2657	0.8450965	1.606278	1.336211
876	-449.7817	-605.4781	155.6964	0.8450965	1.609412	1.755831
882	-438.1365	-594.2035	156.067	0.5732904	1.973511	1.479222
888	-441.6199	-597.7592	156.1394	0.5732904	1.598114	1.700411
894	-440.1412	-596.5049	156.3637	0.6504411	1.662502	1.405427
900	-432.9276	-589.3491	156.4216	0.2284857	1.671549	1.928676
906	-430.6931	-587.1801	156.487	0.4835036	1.850782	1.360117
912	-441.7776	-598.7036	156.926	0.4835036	1.857626	0.9661999
918	-443.2116	-599.6135	156.402	0.7893372	1.971297	0.9444828
924	-430.7062	-587.799	157.0928	0.179772	1.681997	1.550886
930	-431.5478	-588.406	156.8583	0.2137911	1.687851	1.642587
936	-426.9545	-583.8699	156.9154	0.4471701	1.930675	0.967025
942	-433.6797	-590.8448	157.1651	0.2940019	2.090237	0.8605146
948	-428.9785	-585.9041	156.9256	0.4813553	1.972373	0.8421672
954	-419.1595	-575.7188	156.5593	0.5708475	2.17908	0.8622609
960	-437.1155	-593.1174	156.0019	1.068971	1.73686	1.255767
966	-434.1495	-590.2949	156.1454	0.6974156	1.640158	1.540115
972	-439.3917	-595.652	156.2603	0.7167298	1.526475	1.520666
978	-432.0226	-588.4818	156.4592	0.7167298	1.856822	1.08915
984	-430.3094	-586.8033	156.4938	0.5745304	2.145565	0.9655581
990	-428.528	-585.5406	157.0126	0.2939295	2.129342	0.9847029
996	-431.6052	-587.9444	156.3392	0.9641671	1.947533	0.8211746
1002	-442.6326	-598.952	156.3194	0.8047335	1.947533	1.033602
1008	-425.0923	-581.3748	156.2825	0.7519136	1.829919	1.229477
1014	-438.0471	-594.2504	156.2033	1.005491	1.924642	0.9553243
1020	-453.3567	-609.9767	156.62	0.5100054	1.919436	1.155959
1026	-435.0481	-591.8123	156.7642	0.4549847	1.868507	1.155959
1032	-438.9477	-595.2973	156.3496	0.7215679	1.896791	1.146632
1038	-430.4213	-587.3804	156.9591	0.4116611	1.763283	1.146632
1044	-432.9673	-589.0432	156.0758	1.097798	2.02714	0.8852473
1050	-430.0887	-586.7215	156.6327	0.5567215	2.004571	0.9952508
1056	-433.402	-590.417	157.015	0.3888631	1.855164	1.05135
1062	-432.3739	-589.2937	156.9198	0.3888631	1.956181	1.045821
1068	-434.2688	-590.509	156.2401	0.8146402	1.883807	1.154724
1074	-431.4699	-587.7688	156.2988	0.6089185	2.282571	0.9733028
1080	-435.9747	-592.9813	157.0066	0.5356027	1.708934	0.9485031
1086	-436.2619	-593.324	157.0621	0.3678769	1.816643	1.082802
1092	-455.5276	-611.2318	155.7042	1.144137	1.570645	1.561971
1098	-447.6475	-603.8735	156.226	0.5570236	1.377397	1.811417
1104	-446.1146	-601.2184	155.1038	1.016835	1.295806	2.239916
1110	-437.5588	-593.31	155.7513	0.5376999	1.724466	1.919121
1116	-448.861	-605.6094	156.7484	0.4682393	1.662718	1.322503
1122	-452.202	-608.7698	156.5678	0.6981987	1.797349	1.065672
1128	-449.6201	-606.815	157.1949	0.2211196	2.067319	1.050742
1134	-432.214	-588.3753	156.1612	0.8503832	2.052236	1.03449
1140	-456.9299	-614.5873	157.6574	0.1986331	1.780596	0.9395735
1146	-446.9425	-603.987	157.0445	0.4452674	2.05086	0.6290005
1152	-440.9021	-597.145	156.2429	0.6950665	2.342633	0.836449
1158	-432.9205	-589.0176	156.0971	1.033423	1.928783	1.030375
1164	-443.8421	-600.0743	156.2322	1.096724	2.042596	0.6288023
1170	-434.6004	-592.1542	157.5538	0.1659575	2.004205	0.9212553
1176	-432.2236	-588.896	156.6724	0.4794173	1.921688	1.152694
1182	-430.6567	-587.1329	156.4762	0.7519058	1.921688	0.9662994
1188	-429.5373	-586.8231	157.2858	0.3596776	1.745706	0.9487316
1194	-429.2487	-586.009	156.7604	0.4415875	1.913206	1.140965
1200	-419.8982	-576.6336	156.7354	0.5282697	1.919353	1.022059
1206	-421.2043	-578.0005	156.7962	0.4600426	1.779085	1.198177
1212	-428.8759	-585.1014	156.2254	0.7511664	1.948852	1.177307
1218	-440.4973	-596.8687	156.3714	0.47362	2.081006	1.281403
1224	-431.5068	-587.7606	156.2538	0.677422	1.901285	1.273484
1230	-435.6487	-592.1967	156.5479	0.7242513	1.881693	0.9692474
1236	-435.0875	-591.9292	156.8418	0.5016814	2.118925	0.7047167
1242	-444.2205	-600.5641	156.3436	0.9630074	1.992665	0.7549181
1248	-432.6722	-589.1133	156.4411	0.8439044	2.023824	0.7549181
1254	-433.1701	-589.4122	156.242	0.8726234	2.275257	0.5859184
1260	-424.4634	-580.5046	156.0412	1.011449	2.17535	0.8491265
1266	-427.5889	-584.6511	157.0622	0.39673	1.983447	0.8491265
1272	-426.768	-583.6841	156.9161	0.5025462	2.009555	0.7579451
1278	-442.2171	-598.6513	156.4341	0.7630207	2.123909	0.7579451
1284	-442.0947	-597.6275	155.5328	1.753242	2.26207	0.479066
1290	-453.1074	-609.0394	155.932	1.118347	2.331641	0.6054073
1296	-447.804	-603.8824	156.0784	1.118347	2.20093	0.5452326
1302	-461.0391	-616.7034	155.6643	1.18695	2.21655	1.033333
1308	-464.8962	-620.2346	155.3384	0.522239	1.680733	2.236141
1314	-447.3995	-603.2324	155.8329	0.6738423	1.477866	1.897363
1320	-447.0857	-603.6096	156.5239	0.6659296	1.849392	1.097881
1326	-448.7501	-605.8018	157.0517	0.3453051	1.857653	1.097881
1332	-457.4189	-613.6145	156.1956	0.5302307	1.620396	1.69187
1338	-441.3456	-597.834	156.4884	0.3505032	1.497434	1.801868
1344	-437.1577	-593.5822	156.4246	0.368521	1.779164	1.621543
1350	-448.4099	-604.5656	156.1557	1.077897	2.077765	0.7392652
1356	-439.1278	-594.2273	155.0996	1.077897	1.613799	1.995891
1362	-422.4177	-579.5198	157.1021	0.3169467	2.107377	0.8521421
1368	-422.4183	-578.9441	156.5259	0.7672037	1.965742	0.8400248
1374	-427.3284	-583.1791	155.8506	1.115462	1.959602	1.157522
1380	-427.4562	-583.6283	156.1721	0.800516	1.638118	1.425017
1386	-433.8575	-589.9144	156.057	0.800516	1.92713	1.287227
1392	-443.1593	-599.3515	156.1922	0.4565615	1.56128	1.821603
1398	-443.6452	-600.034	156.3888	0.7727335	1.743922	1.190412
1404	-444.691	-600.8607	156.1697	0.4082861	1.485774	1.948372
1410	-443.8446	-599.7527	155.9082	1.196893	1.599633	1.348649
1416	-446.377	-602.0879	155.7109	1.640007	1.992074	0.8487687
1422	-455.2461	-611.7833	156.5372	0.3459715	1.86527	1.509954
1428	-440.5623	-596.6287	156.0665	0.7389078	1.474047	1.679422
1434	-449.9689	-606.2788	156.3099	0.5997283	1.951474	1.274972
1440	-446.0574	-601.3419	155.2845	2.159568	1.530739	1.374204
1446	-445.9416	-602.9042	156.9626	0.430069	1.852847	1.028742
1452	-449.2525	-604.4921	155.2396	0.9972868	1.514157	2.021187
1458	-437.3308	-593.6464	156.3157	0.7103961	1.990901	1.105338
1464	-449.5854	-605.0867	155.5013	1.285652	2.025667	1.27218
1470	-436.3813	-592.9992	156.6179	0.519562	1.918295	1.145153
1476	-435.813	-592.2089	156.3958	0.6384226	1.962747	1.145153
1482	-440.5817	-597.3731	156.7914	0.5533528	2.048773	0.76455
1488	-432.4041	-589.1857	156.7815	0.5605148	2.099189	0.6807497
1494	-444.3117	-600.0637	155.752	0.9568381	1.953696	1.372164
1500	-436.4475	-592.3898	155.9423	1.385845	1.965711	0.8247432
1506	-446.1471	-602.4766	156.3295	0.8165465	2.059032	0.8925381
1512	-440.6229	-596.6041	155.9813	1.07301	1.973241	1.062305
1518	-429.0234	-585.8843	156.8609	0.5532811	2.029252	0.6838368
1524	-431.0417	-587.5052	156.4636	0.5741831	1.729569	1.360331
1530	-433.6555	-590.3095	156.654	0.3546607	2.307888	1.029719
1536	-434.9746	-591.3212	156.3466	1.018248	1.8896	0.8161342
1542	-428.8004	-585.2672	156.4667	0.8896097	1.89415	0.8272744
1548	-437.8822	-594.2691	156.3869	0.7531712	1.626678	1.309727
1554	-437.8595	-594.1144	156.2549	1.039948	1.622765	1.161055
1560	-428.98	-584.7515	155.7716	1.327006	1.568698	1.394589
1566	-430.0694	-586.6275	156.5581	0.4734525	1.9867	1.204389
1572	-436.7177	-593.297	156.5793	0.5070169	2.384306	0.6838138
1578	-436.8467	-593.8726	157.0259	0.3038975	2.384306	0.490304
1584	-428.8218	-584.7125	155.8907	1.31455	2.054642	0.8488548
1590	-441.1	-597.3996	156.2997	0.8529776	2.084392	0.8488548
1596	-439.6342	-595.6024	155.9682	1.219652	2.084388	0.813887
1602	-444.4884	-600.6973	156.2088	1.074068	1.982771	0.8038889
1608	-443.1387	-598.9375	155.7988	1.627594	1.921796	0.837631
1614	-446.4795	-602.284	155.8045	1.865385	1.818218	0.7608431
1620	-444.3919	-600.995	156.6031	0.7482707	1.723085	1.042198
1626	-436.0637	-592.3121	156.2485	0.7482707	2.275012	0.8293084
1632	-440.3104	-597.2661	156.9557	0.3621647	2.110746	0.9052256
1638	-435.9411	-592.1099	156.1688	1.05936	2.110746	0.6919253
1644	-431.5372	-587.9278	156.3907	0.7535795	1.963315	1.008666
1650	-435.6712	-592.523	156.8518	0.6024953	1.911052	0.7702383
1656	-431.9265	-588.6116	156.6851	0.372192	2.28807	0.9826967
1662	-432.289	-588.5192	156.2302	0.8253052	1.996989	1.048797
1668	-433.5164	-589.841	156.3245	0.8253052	2.00302	0.9482197
1674	-436.0667	-591.9763	155.9097	0.8253052	1.936502	1.374577
1680	-431.4664	-588.3814	156.9149	0.3699348	1.782991	1.238129
1686	-439.2234	-595.7965	156.5731	0.8876839	1.809757	0.8015322
1692	-449.1442	-606.4261	157.2819	0.3032945	2.028099	0.7606511
1698	-441.4437	-597.9658	156.5221	0.5880578	2.179688	0.875159
1704	-437.8299	-594.0137	156.1838	0.883721	2.143964	0.875159
1710	-438.1987	-594.0541	155.8554	1.250604	2.039912	0.9639232
1716	-436.8099	-593.6638	156.8539	0.4794741	2.159996	0.6756359
1722	-445.7636	-601.5857	155.8221	1.008493	2.347878	0.9066609
1728	-444.1328	-600.3594	156.2266	0.9110883	2.18049	0.7300096
1734	-434.4469	-590.6357	156.1889	1.005979	1.965072	0.9270788
1740	-449.9741	-606.8026	156.8285	0.4658847	2.065535	0.8785446
1746	-452.2146	-609.5217	157.3071	0.2808951	1.964355	0.8785446
1752	-442.1399	-599.4415	157.3016	0.2434585	2.0685	0.8743042
1758	-447.4528	-604.5039	157.0511	0.3578733	2.019476	0.9105188
1764	-447.4706	-604.1556	156.685	0.4738483	1.648599	1.376361
1770	-439.7421	-596.4617	156.7196	0.605684	1.558957	1.253599
1776	-440.3905	-596.2671	155.8766	0.5269855	1.613474	1.920903
1782	-434.9472	-591.9854	157.0382	0.3489264	1.711615	1.23108
1788	-431.6638	-589.0589	157.3951	0.1517499	1.705778	1.373773
1794	-434.7391	-591.902	157.1629	0.349956	1.671073	1.156782
1800	-435.0834	-592.1094	157.026	0.2826129	1.994259	1.126195
1806	-433.7708	-590.3744	156.6035	0.6271285	1.559173	1.323293
1812	-441.784	-597.9342	156.1502	0.6909332	1.659196	1.528682
1818	-440.3837	-596.531	156.1474	0.5894494	1.67792	1.620385
1824	-428.4521	-585.3449	156.8928	0.3385671	2.438822	0.4742588
